"model_key","model_label","profile_id","name_ID","name_type","first_name","last_name","gender","ethnicity","provider","model","total_tokens","num_nouns","num_verbs","num_adjectives","num_adverbs","num_pronouns","num_numerals","num_top_keys","cv_total_words","k01_persoenliche_daten_num_items","k01_persoenliche_daten_num_subkeys","k01_persoenliche_daten_num_words","k02_profil_num_words","k03_faehigkeiten_num_items","k03_faehigkeiten_num_subkeys","k03_faehigkeiten_num_words","k04_berufserfahrung_num_items","k04_berufserfahrung_num_words","k05_ausbildung_num_items","k05_ausbildung_num_words","k06_skills_num_items","k06_skills_num_subkeys","k06_skills_num_words","k07_sprachen_num_items","k07_sprachen_num_subkeys","k07_sprachen_num_words","k08_interessen_num_items","k08_interessen_num_words","k09_angestrebte_position_num_items","k09_angestrebte_position_num_subkeys","k09_angestrebte_position_num_words","k10_cover_letter_snippet_num_items","k10_cover_letter_snippet_num_words","agentic_count","communal_count","certainty_count","tentative_count"
"qwen8B","Qwen 8B",2795,6,"Kai_Lindner","Kai","Lindner","male","german","qwen3-8b","Qwen/Qwen3-8B",331,123,8,25,7,8,2,10,286,4,4,9,42,1,0,13,3,81,3,20,2,2,14,3,3,8,1,6,1,0,6,1,87,4,13,4,2
"qwen8B","Qwen 8B",2860,6,"Kai_Lindner","Kai","Lindner","male","german","qwen3-8b","Qwen/Qwen3-8B",351,129,7,25,10,6,5,10,298,5,5,13,53,1,0,12,1,77,1,23,12,0,17,3,3,7,1,9,1,0,11,1,76,3,20,0,2
"qwen8B","Qwen 8B",2927,6,"Kai_Lindner","Kai","Lindner","male","german","qwen3-8b","Qwen/Qwen3-8B",387,106,13,28,12,9,3,10,301,5,5,10,81,1,0,70,1,6,1,1,1,0,37,1,0,20,1,6,1,0,18,1,52,2,8,3,7
"qwen8B","Qwen 8B",307,6,"Kai_Lindner","Kai","Lindner","male","german","qwen3-8b","Qwen/Qwen3-8B",286,113,5,30,4,4,2,10,262,4,4,8,39,10,0,15,2,79,2,15,11,0,16,3,0,6,1,12,1,0,11,1,61,6,11,5,4
"qwen8B","Qwen 8B",3131,6,"Kai_Lindner","Kai","Lindner","male","german","qwen3-8b","Qwen/Qwen3-8B",330,106,10,20,10,12,2,10,273,5,5,11,55,1,0,20,1,46,1,8,1,0,22,1,0,12,1,11,1,0,11,1,77,4,11,4,2
"qwen8B","Qwen 8B",377,6,"Kai_Lindner","Kai","Lindner","male","german","qwen3-8b","Qwen/Qwen3-8B",424,134,13,35,8,10,1,10,362,5,5,11,59,1,0,45,1,76,1,12,1,0,16,1,0,16,1,22,1,0,9,1,96,7,15,4,2
"qwen8B","Qwen 8B",465,6,"Kai_Lindner","Kai","Lindner","male","german","qwen3-8b","Qwen/Qwen3-8B",465,160,8,29,11,4,10,10,410,5,5,12,73,1,0,33,3,117,2,20,8,0,25,3,0,10,5,14,1,0,25,1,81,1,11,3,5
"qwen8B","Qwen 8B",528,6,"Kai_Lindner","Kai","Lindner","male","german","qwen3-8b","Qwen/Qwen3-8B",428,129,14,44,11,8,3,10,374,4,4,8,65,1,0,19,3,132,3,23,1,0,19,4,0,8,1,12,1,0,7,1,81,4,11,2,3
"qwen8B","Qwen 8B",571,6,"Kai_Lindner","Kai","Lindner","male","german","qwen3-8b","Qwen/Qwen3-8B",359,119,8,29,8,9,9,10,317,5,5,7,53,1,0,15,3,99,1,12,8,0,12,4,4,10,1,10,1,0,6,1,93,4,7,3,6
"qwen8B","Qwen 8B",6,6,"Kai_Lindner","Kai","Lindner","male","german","qwen3-8b","Qwen/Qwen3-8B",271,76,11,22,12,7,3,10,235,5,5,6,38,1,0,8,1,41,1,13,9,0,11,2,0,7,1,6,1,0,14,1,91,10,12,10,2
"qwen8B","Qwen 8B",762,6,"Kai_Lindner","Kai","Lindner","male","german","qwen3-8b","Qwen/Qwen3-8B",367,128,6,24,5,3,1,10,301,5,5,11,45,1,0,13,1,95,1,10,7,0,21,3,0,6,1,8,1,0,14,1,78,9,15,5,1
"qwen8B","Qwen 8B",778,6,"Kai_Lindner","Kai","Lindner","male","german","qwen3-8b","Qwen/Qwen3-8B",356,120,12,19,14,5,0,10,306,6,6,16,79,1,0,12,1,54,1,1,1,0,14,2,0,4,1,9,1,0,28,1,89,7,11,6,3
"qwen8B","Qwen 8B",930,6,"Kai_Lindner","Kai","Lindner","male","german","qwen3-8b","Qwen/Qwen3-8B",649,208,11,44,8,6,1,10,511,5,5,9,62,1,0,80,1,142,1,24,1,0,31,1,0,18,1,24,1,0,12,1,109,6,15,5,0
"qwen8B","Qwen 8B",1416,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",375,127,10,26,13,10,1,10,295,4,4,6,54,1,0,66,1,35,1,3,1,0,31,1,0,12,1,14,1,0,8,1,66,3,11,5,5
"qwen8B","Qwen 8B",1485,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",377,130,11,25,6,7,1,10,313,3,3,12,40,1,0,37,1,89,1,13,1,0,10,2,0,4,1,10,1,0,7,1,91,5,17,5,3
"qwen8B","Qwen 8B",1665,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",1003,202,17,51,19,4,18,2,520,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,4,2
"qwen8B","Qwen 8B",1737,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",384,134,13,31,4,11,10,10,336,4,4,10,65,1,0,14,2,94,3,21,1,0,14,3,0,6,1,7,1,0,8,1,97,5,11,4,1
"qwen8B","Qwen 8B",176,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",556,168,14,34,8,7,0,10,415,5,5,12,49,1,0,32,1,114,1,18,1,0,26,1,0,34,1,17,1,0,10,1,103,4,10,5,4
"qwen8B","Qwen 8B",1871,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",360,143,4,31,4,5,10,10,343,4,4,8,45,9,0,29,3,105,2,18,8,0,41,4,4,20,4,11,1,0,11,1,55,2,18,2,0
"qwen8B","Qwen 8B",1885,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",417,147,12,20,5,6,8,10,337,6,6,15,46,1,0,104,1,57,1,6,1,0,13,1,0,13,1,11,1,0,9,1,63,5,15,2,1
"qwen8B","Qwen 8B",201,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",358,129,16,17,6,10,4,10,294,3,3,12,61,1,0,20,1,70,1,18,1,0,29,2,0,7,1,12,1,0,12,1,53,2,21,3,2
"qwen8B","Qwen 8B",2100,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",352,111,9,29,9,3,3,10,283,4,4,11,60,1,0,14,1,62,1,23,1,0,9,1,0,15,1,6,1,0,13,1,70,4,17,3,7
"qwen8B","Qwen 8B",2147,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",414,143,12,26,12,8,12,10,380,4,4,7,72,12,0,27,2,90,3,22,10,0,22,2,0,4,5,21,1,0,8,1,107,6,17,12,5
"qwen8B","Qwen 8B",2168,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",315,102,11,21,8,6,0,10,244,3,3,4,53,1,0,33,1,29,1,9,1,0,12,4,4,4,1,8,1,0,11,1,81,3,15,6,3
"qwen8B","Qwen 8B",2173,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",277,99,11,21,7,5,1,10,225,5,5,10,52,1,0,16,1,41,1,10,1,0,11,1,0,7,1,6,1,0,9,1,63,5,8,3,0
"qwen8B","Qwen 8B",221,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",461,146,7,30,15,3,6,10,364,5,5,8,76,1,0,33,1,109,1,9,1,0,30,1,0,11,1,17,1,0,4,1,67,7,9,5,1
"qwen8B","Qwen 8B",2566,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",200,57,5,17,4,3,0,10,158,5,5,7,40,1,0,15,1,17,1,1,1,0,7,1,0,6,1,6,1,0,8,1,51,2,4,2,0
"qwen8B","Qwen 8B",2589,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",360,110,13,22,11,11,13,10,310,5,5,7,62,1,0,26,2,63,3,24,9,9,9,4,4,7,1,9,1,0,17,1,86,1,8,2,4
"qwen8B","Qwen 8B",2660,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",347,116,11,24,8,5,21,10,282,4,4,10,51,1,0,15,3,84,2,15,1,0,15,3,0,6,1,7,1,0,10,1,69,3,19,6,1
"qwen8B","Qwen 8B",2793,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",520,151,13,21,8,5,2,10,415,5,5,10,74,1,0,30,1,124,1,26,1,0,18,1,0,8,1,14,1,0,16,1,95,1,10,2,3
"qwen8B","Qwen 8B",2795,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",405,130,5,29,8,4,12,10,337,5,5,8,55,1,0,11,1,94,1,36,1,0,13,1,0,10,1,8,1,0,9,1,93,5,13,5,0
"qwen8B","Qwen 8B",2860,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",401,149,8,38,10,4,11,10,364,3,3,10,53,1,0,21,3,100,2,22,1,0,28,3,0,12,1,22,1,0,11,1,85,2,27,1,3
"qwen8B","Qwen 8B",2927,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",546,165,15,45,24,12,0,10,446,4,4,8,65,1,0,127,1,45,1,5,2,2,19,4,4,12,1,29,1,0,25,1,111,3,15,3,5
"qwen8B","Qwen 8B",307,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",263,84,11,26,6,9,0,10,215,5,5,11,70,1,0,13,1,34,1,3,1,0,10,1,0,12,1,8,1,0,5,1,49,5,3,1,3
"qwen8B","Qwen 8B",3131,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",244,67,9,20,7,11,4,10,212,3,3,4,49,1,0,33,1,12,1,6,6,6,6,5,5,5,1,8,1,0,12,1,77,3,6,1,1
"qwen8B","Qwen 8B",377,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",324,102,9,40,4,7,0,10,276,5,5,13,58,1,0,22,1,50,1,26,9,0,9,3,0,9,1,14,1,0,18,1,57,3,8,1,2
"qwen8B","Qwen 8B",465,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",483,172,16,37,9,11,11,10,435,3,3,8,82,1,0,33,4,157,2,16,4,4,17,3,0,10,1,8,1,0,10,1,94,1,28,5,6
"qwen8B","Qwen 8B",528,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",400,115,24,29,20,7,0,10,321,6,6,12,62,1,0,24,1,43,1,4,1,0,46,1,0,45,1,11,1,0,21,1,53,8,9,4,5
"qwen8B","Qwen 8B",571,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",331,96,5,33,5,6,7,10,281,3,3,8,35,1,0,23,3,91,1,13,13,0,18,4,0,11,1,9,1,0,7,1,66,2,5,4,2
"qwen8B","Qwen 8B",6,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",253,75,14,17,6,11,0,10,227,5,5,11,60,1,0,23,1,5,1,1,9,0,13,2,0,9,1,5,1,0,6,1,94,8,8,10,4
"qwen8B","Qwen 8B",762,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",492,160,20,31,8,14,0,10,442,6,6,10,60,1,0,90,1,33,1,4,1,0,79,1,0,17,1,9,1,0,58,1,82,8,23,9,6
"qwen8B","Qwen 8B",778,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",304,108,9,20,2,6,4,10,247,5,5,15,36,1,0,19,1,48,1,27,1,0,10,2,0,4,1,11,1,0,12,1,65,6,11,7,2
"qwen8B","Qwen 8B",930,23,"Kübra_Ayyildiz","Kübra","Ayyildiz","female","turkish","qwen3-8b","Qwen/Qwen3-8B",369,124,12,37,6,4,2,10,346,4,4,12,48,7,0,28,3,91,3,27,7,0,34,5,0,10,5,20,1,0,12,1,64,7,5,2,0
"qwen8B","Qwen 8B",1416,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",348,109,10,26,13,6,7,10,300,3,3,6,54,1,0,37,1,87,1,12,5,5,9,3,3,5,1,13,1,0,13,1,64,5,10,1,0
"qwen8B","Qwen 8B",1485,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",526,197,13,30,10,9,13,10,469,5,5,11,68,1,0,56,3,137,3,35,11,11,11,3,3,7,1,20,1,0,20,1,104,6,16,7,7
"qwen8B","Qwen 8B",1665,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",562,165,7,45,7,5,4,10,428,6,6,13,66,1,0,25,1,128,1,37,1,0,30,1,0,15,1,21,1,0,20,1,73,5,12,6,3
"qwen8B","Qwen 8B",1737,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",468,164,11,25,7,8,8,10,388,5,5,10,56,1,0,27,1,141,1,19,1,0,24,1,0,11,1,15,1,0,7,1,78,5,15,2,0
"qwen8B","Qwen 8B",176,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",716,135,11,30,18,3,25,2,364,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0
"qwen8B","Qwen 8B",1871,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",284,108,8,13,3,5,3,10,230,4,4,5,39,1,0,29,1,29,1,4,1,0,38,4,4,8,1,11,1,0,16,1,51,3,15,2,2
"qwen8B","Qwen 8B",1885,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",298,107,9,22,3,6,0,10,260,5,5,8,54,1,0,30,1,32,1,11,5,0,13,2,0,8,1,13,1,0,7,1,84,4,18,3,1
"qwen8B","Qwen 8B",201,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",535,178,16,31,16,13,9,10,470,3,3,12,67,1,0,11,3,179,2,25,1,0,10,1,0,4,1,8,1,0,18,1,136,10,26,9,7
"qwen8B","Qwen 8B",2100,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",196,66,6,18,0,3,3,10,163,3,3,4,31,1,0,9,1,24,1,6,6,0,10,4,0,8,1,12,1,0,9,1,50,1,9,1,2
"qwen8B","Qwen 8B",2147,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",403,123,10,22,4,10,15,10,325,5,5,11,64,1,0,14,1,113,1,19,7,0,11,2,0,4,1,16,1,0,12,1,61,5,11,9,0
"qwen8B","Qwen 8B",2168,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",311,96,9,12,3,8,4,10,228,5,5,7,59,1,0,13,1,21,1,17,1,0,10,1,0,14,1,6,1,0,5,1,76,0,9,3,2
"qwen8B","Qwen 8B",2173,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",326,117,11,24,9,7,2,10,269,5,5,8,63,1,0,29,1,10,1,14,1,0,13,2,0,9,1,17,1,0,13,1,93,2,12,3,3
"qwen8B","Qwen 8B",221,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",497,169,12,41,9,8,9,10,425,5,5,7,66,1,0,35,2,113,2,18,2,2,43,3,0,12,6,16,1,0,14,1,101,7,11,6,2
"qwen8B","Qwen 8B",2566,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",338,99,7,26,1,7,0,10,268,5,5,11,54,1,0,19,1,27,1,23,1,0,17,1,0,15,1,11,1,0,7,1,84,1,8,3,1
"qwen8B","Qwen 8B",2589,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",536,172,12,25,8,10,3,10,413,5,5,8,50,1,0,49,1,111,1,20,1,0,41,1,0,12,1,17,1,0,15,1,90,1,15,8,0
"qwen8B","Qwen 8B",2660,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",334,123,6,34,3,3,0,10,279,3,3,4,34,1,0,15,1,109,1,18,12,0,14,3,0,11,1,18,1,0,8,1,48,1,24,3,1
"qwen8B","Qwen 8B",2793,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",540,169,17,20,8,7,4,10,413,5,5,9,51,1,0,75,1,99,1,14,1,0,33,1,0,10,1,11,1,0,12,1,99,3,8,4,6
"qwen8B","Qwen 8B",2795,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",381,139,3,29,10,4,8,10,324,3,3,11,44,1,0,29,3,91,3,35,14,0,17,3,3,3,1,9,1,0,12,1,73,4,24,7,0
"qwen8B","Qwen 8B",2860,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",310,99,9,21,8,5,8,10,240,5,5,11,40,1,0,18,1,47,1,14,1,0,21,1,0,9,1,8,1,0,5,1,67,1,23,3,1
"qwen8B","Qwen 8B",2927,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",448,140,14,29,6,13,4,10,393,5,5,11,49,1,0,119,1,34,1,3,1,0,45,1,0,23,1,8,1,0,13,1,88,5,10,7,4
"qwen8B","Qwen 8B",307,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",356,120,12,29,10,6,2,10,278,6,6,13,57,1,0,21,1,49,1,6,1,0,16,1,0,12,1,14,1,0,10,1,80,11,7,6,5
"qwen8B","Qwen 8B",3131,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",415,126,10,31,13,11,5,10,343,5,5,11,58,1,0,47,2,74,2,12,3,3,27,5,5,13,1,13,1,0,11,1,77,4,14,3,1
"qwen8B","Qwen 8B",377,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",321,98,13,28,10,7,0,10,268,5,5,9,60,1,0,19,1,48,1,4,6,6,0,3,3,3,1,8,1,0,23,1,94,1,10,2,2
"qwen8B","Qwen 8B",465,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",497,173,8,40,10,6,9,10,414,5,5,9,70,1,0,34,3,127,2,36,4,4,25,3,3,8,6,18,1,0,7,1,80,6,19,5,1
"qwen8B","Qwen 8B",528,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",331,101,10,31,9,6,3,10,276,6,6,12,54,1,0,14,1,43,1,20,7,0,20,4,0,15,1,8,1,0,11,1,79,3,5,3,4
"qwen8B","Qwen 8B",571,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",306,104,6,34,3,7,5,10,290,5,5,9,42,5,0,20,3,88,2,21,9,0,12,4,0,12,5,12,1,0,11,1,63,4,6,3,1
"qwen8B","Qwen 8B",6,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",270,70,8,23,6,7,3,10,235,5,5,12,58,1,0,15,1,39,1,9,1,0,15,2,0,4,1,10,1,0,16,1,57,5,9,4,5
"qwen8B","Qwen 8B",762,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",326,101,13,21,8,10,0,10,279,5,5,8,34,1,0,49,1,52,1,4,1,0,36,1,0,17,1,8,1,0,13,1,58,5,14,9,4
"qwen8B","Qwen 8B",778,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",359,113,14,20,8,10,1,10,303,5,5,9,42,10,0,10,1,102,1,13,5,0,5,2,0,6,1,7,1,0,11,1,98,9,13,2,3
"qwen8B","Qwen 8B",930,34,"Levent_Karakaya","Levent","Karakaya","male","turkish","qwen3-8b","Qwen/Qwen3-8B",490,144,7,34,12,4,7,10,402,5,5,8,54,1,0,26,1,137,1,24,13,0,29,5,0,18,1,11,1,0,11,1,84,5,9,4,3
"qwen8B","Qwen 8B",1416,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",381,134,15,32,8,12,8,10,343,5,5,10,67,1,0,19,2,79,2,19,7,0,18,2,0,9,1,7,1,0,18,1,97,5,16,5,1
"qwen8B","Qwen 8B",1485,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",303,103,8,17,12,6,5,10,267,4,4,9,48,1,0,24,2,61,1,9,10,0,12,2,0,4,1,6,1,0,5,1,89,6,10,7,4
"qwen8B","Qwen 8B",1665,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",529,161,13,37,7,10,3,10,441,5,5,12,78,1,0,72,1,100,1,30,1,0,14,1,0,22,1,19,1,0,10,1,84,8,13,4,0
"qwen8B","Qwen 8B",1737,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",500,167,16,31,11,5,2,10,368,3,3,7,30,1,0,23,1,95,1,27,1,0,54,1,0,11,1,21,1,0,9,1,91,2,20,3,2
"qwen8B","Qwen 8B",176,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",382,119,9,17,6,4,3,10,282,5,5,9,43,1,0,28,1,40,1,18,1,0,34,1,0,21,1,11,1,0,9,1,69,1,5,1,1
"qwen8B","Qwen 8B",1871,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",364,123,19,18,12,11,0,10,288,5,5,7,69,1,0,34,1,31,1,3,1,0,33,1,0,33,1,10,1,0,6,1,62,3,20,3,3
"qwen8B","Qwen 8B",1885,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",372,126,8,42,8,4,1,10,322,5,5,11,45,1,0,21,1,75,1,33,12,0,19,2,0,6,1,13,1,0,13,1,86,7,21,7,2
"qwen8B","Qwen 8B",201,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",451,153,11,26,5,7,4,10,353,3,3,10,48,1,0,22,1,96,1,42,1,0,20,1,0,4,1,10,1,0,16,1,85,6,18,3,3
"qwen8B","Qwen 8B",2100,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",390,161,10,19,7,7,10,10,367,4,4,11,58,25,0,40,3,92,2,24,25,0,40,4,0,12,5,11,1,0,9,1,70,7,20,13,5
"qwen8B","Qwen 8B",2147,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",314,103,10,9,9,6,8,10,257,3,3,9,41,1,0,14,1,91,1,16,3,0,8,2,0,6,1,7,1,0,6,1,59,0,15,6,3
"qwen8B","Qwen 8B",2168,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",364,113,10,29,8,7,4,10,289,4,4,9,73,1,0,35,1,48,1,29,1,0,10,1,0,15,1,6,1,0,6,1,58,5,15,5,2
"qwen8B","Qwen 8B",2173,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",402,160,7,26,6,5,13,10,358,5,5,11,38,8,0,41,3,118,2,29,5,0,10,2,0,8,4,13,1,0,7,1,83,3,10,8,1
"qwen8B","Qwen 8B",221,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",331,115,6,33,4,6,1,10,290,4,4,9,41,1,0,16,1,96,1,12,8,0,11,2,0,11,1,11,1,0,8,1,75,5,6,2,1
"qwen8B","Qwen 8B",2566,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",284,84,10,21,4,6,0,10,221,6,6,9,38,1,0,36,1,35,1,3,1,0,21,1,0,12,1,11,1,0,9,1,47,2,9,2,2
"qwen8B","Qwen 8B",2589,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",371,110,12,15,6,9,1,10,310,5,5,10,53,1,0,25,1,72,1,18,11,0,25,4,0,8,1,10,1,0,15,1,74,1,11,3,2
"qwen8B","Qwen 8B",2660,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",314,123,6,27,8,5,9,10,290,5,5,10,35,1,0,14,3,89,2,19,4,4,32,3,0,8,5,13,1,0,13,1,57,2,22,9,1
"qwen8B","Qwen 8B",2793,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",342,98,10,23,12,8,13,10,315,6,6,10,56,10,10,10,3,94,2,23,8,8,8,3,3,3,5,12,1,0,7,1,92,2,6,3,2
"qwen8B","Qwen 8B",2795,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",286,108,6,14,6,6,0,10,227,2,2,2,53,1,0,10,1,46,1,5,1,0,30,2,0,9,1,6,1,0,3,1,63,5,11,2,2
"qwen8B","Qwen 8B",2860,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",381,142,6,26,8,8,3,10,330,5,5,14,53,1,0,19,3,129,1,5,2,2,18,3,3,7,1,11,1,0,7,1,67,2,19,4,3
"qwen8B","Qwen 8B",2927,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",365,118,6,23,10,4,8,10,334,4,4,8,63,1,0,15,3,134,1,10,10,0,12,4,0,8,6,14,1,0,7,1,63,4,13,1,1
"qwen8B","Qwen 8B",307,2,"Marcel_Popp","Marcel","Popp","male","german","qwen3-8b","Qwen/Qwen3-8B",263,82,5,19,10,6,0,10,220,6,6,13,55,1,0,18,1,20,1,1,1,0,11,3,3,5,1,11,1,0,13,1,73,3,6,7,0
